"Nº ONU (1)","Nome e Descrição (2)","Classe ou Subclasse de Risco (3)","Risco Subsi- diário (4)","Nº de Risco (5)","Grupo de Emb. (6)","Provisões Especiais (7)","Quant. Limitada por","","Embalagens e IBCs","","Tanques Portáteis e Contentores para Granéis",""
"2679","HIDRÓXIDO DE LÍTIO SOLUÇÃO","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"","","8","","80","III","223","1000","5 L","P001
IBC03 LP01","","T4","TP2"
"2680","HIDRÓXIDO DE LÍTIO","8","","80","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2681","HIDRÓXIDO DE CÉSIO SOLUÇÃO","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"","","8","","80","III","223","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2682","HIDRÓXIDO DE CÉSIO","8","","80","II","","333","1 kg","P002","","T3","TP33"
"","","","","","","","","","IBC08","B2, B4","",""
"2683","SULFETO DE AMÔNIO SOLUÇÃO","8","3
6.1","86","II","","333","1 L","P001
IBC01","","T7","TP2"
"2684","3-DIETILAMINOPROPILAMINA","3","8","38","III","","1000","5 L","P001
IBC03","","T4","TP1"
"2685","N,N-DIETILETILENODIAMINA","8","3","83","II","","333","1 L","P001
IBC02","","T7","TP2"
"2686","2-DIETILAMINOETANOL","8","3","83","II","","333","1 L","P001
IBC02","","T7","TP2"
"2687","NITRITO DE DICICLOHEXILAMÔNIO","4.1","","40","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2688","1-BROMO-3-CLOROPROPANO","6.1","","60","III","","333","5 L","P001
IBC03 LP01","","T4","TP1"
"2689","GLICEROL-alfa-MONOCLORIDRINA","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2690","N,n-BUTILIMIDAZOL","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2691","PENTABROMETO DE FÓSFORO","8","","80","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2692","TRIBROMETO DE BORO","8","","X88","I","","20","ZERO","P602","","T20","TP2"
"2693","BISSULFITOS, SOLUÇÃO AQUOSA, N.E.","8","","80","III","274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"2698","ANIDRIDOS TETRAHIDROFTÁLICOS, com mais de 0,05% de anidrido maléico","8","","80","III","29
169","1000","5 kg","P002 IBC08
LP02","PP14 B3","T1","TP33"
"2699","ÁCIDO TRIFLUORACÉTICO","8","","88","I","","20","ZERO","P001","","T10","TP2"
"2705","1-PENTOL","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"2707","DIMETILDIOXANAS","3","","33","II","","333","1 L","P001
IBC02","","T4","TP1"
"","","3","","30","III","223","1000","5 L","P001 IBC03
LP01","","T2","TP1"
"2709","BUTILBENZENOS","3","","30","III","","1000","5 L","P001 IBC03
LP01","","T2","TP1"
"2710","DIPROPILCETONA","3","","30","III","","1000","5 L","P001
IBC03 LP01","","T2","TP1"
"2713","ACRIDINA","6.1","","60","III","","333","5 Kg","P002 IBC08
LP02","B3","T1","TP33"
"2714","RESINATO DE ZINCO","4.1","","40","III","","1000","5 kg","P002
IBC06","","T1","TP33"
"2715","RESINATO DE ALUMÍNIO","4.1","","40","III","","1000","5 kg","P002","","T1","TP33"
"","","","","","","","","","IBC06","","",""
"2716","1,4-BUTINODIOL","6.1","","60","III","","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2717","CÂNFORA, sintética","4.1","","40","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2719","BROMATO DE BÁRIO","5.1","6.1","56","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2720","NITRATO DE CROMO","5.1","","50","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2721","CLORATO DE COBRE","5.1","","50","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2722","NITRATO DE LÍTIO","5.1","","50","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2723","CLORATO DE MAGNÉSIO","5.1","","50","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2724","NITRATO DE MANGANÊS","5.1","","50","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2725","NITRATO DE NÍQUEL","5.1","","50","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2726","NITRITO DE NÍQUEL","5.1","","50","III","","1000","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"2727","NITRATO DE TÁLIO","6.1","5.1","65","II","","333","500 g","P002
IBC06","B2","T3","TP33"
"2728","NITRATO DE ZIRCÔNIO","5.1","","50","III","","1000","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"2729","HEXACLOROBENZENO","6.1","","60","III","","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2730","NITROANISÓIS, LÍQUIDOS","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2732","NITROBROMOBENZENOS, LÍQUIDOS","6.1","","60","III","","333","5 L","P001
IBC03 LP01","","T4","TP1"
"2733","AMINAS, INFLAMÁVEIS, CORROSIVAS, N.E., ou POLIAMINAS, INFLAMÁVEIS, CORROSIVAS, N.E.","3","8","338","I","274","20","ZERO","P001","","T14","TP1 TP27"
"","","3","8","338","II","274","333","1 L","P001
IBC02","","T11","TP1
TP27"
"","","3","8","38","III","223
274","1000","5 L","P001
IBC03","","T7","TP1
TP28"
"2734","AMINAS,   CORROSIVAS,   INFLAMÁVEIS,   LÍQUIDAS,   N.E.   ou   POLIAMINAS,   CORROSIVAS,   INFLAMÁVEIS,","8","3","883","I","274","20","ZERO","P001","","T14","TP2"
"","LÍQUIDAS, N.E.","","","","","","","","","","","TP27"
"","","8","3","83","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"2735","AMINAS, CORROSIVAS, LÍQUIDAS, N.E., ou POLIAMINAS, CORROSIVAS, LÍQUIDAS, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP1
TP27"
"","","8","","80","III","223
274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"2738","N-BUTILANILINA","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2739","ANIDRIDO BUTÍRICO","8","","80","III","","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2740","CLOROFORMIATO DE n-PROPILA","6.1","3
8","668","I","","20","ZERO","P602","","T20","TP2"
"2741","HIPOCLORITO DE BÁRIO com mais de 22% de cloro livre","5.1","6.1","56","II","","333","1 kg","P002
IBC08","B2, B4","T3","TP33"
"2742","CLOROFORMIATOS, TÓXICOS, CORROSIVOS, INFLAMÁVEIS, N.E.","6.1","3
8","638","II","274","333","100 ml","P001
IBC01","","",""
"2743","CLOROFORMIATO DE n-BUTILA","6.1","3
8","638","II","","333","100 ml","P001","","T20","TP2"
"2744","CLOROFORMIATO DE CICLOBUTILA","6.1","3
8","638","II","","333","100 ml","P001
IBC01","","T7","TP2"
"2745","CLOROFORMIATO DE CLOROMETILA","6.1","8","68","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2746","CLOROFORMIATO DE FENILA","6.1","8","68","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2747","CLOROFORMIATO DE t-BUTILCICLO-HEXILA","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2748","CLOROFORMIATO DE 2-ETILHEXILA","6.1","8","68","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2749","TETRAMETILSILANO","3","","33","I","","20","ZERO","P001","","T14","TP2"
"2750","1,3-DICLOROPROPANOL-2","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2751","CLORETO DE DIETILTIOFOSFORILA","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"2752","1,2-EPÓXI-3-ETOXIPROPANO","3","","30","III","","1000","5 L","P001
IBC03 LP01","","T2","TP1"
"2753","N-ETILBENZILTOLUIDINAS, LÍQUIDAS","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T7","TP1"
"2754","N-ETILTOLUIDINAS","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2757","PESTICIDA À BASE DE CARBAMATOS, SÓLIDO, TÓXICO","6.1","","66","I","61","20","ZERO","P002","","T6","TP33"
"","","","","","","274","","","IBC07","B1","",""
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"2758","PESTICIDA À BASE DE CARBAMATOS, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2759","PESTICIDA À BASE DE ARSÊNIO, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2760","PESTICIDA À BASE DE ARSÊNIO, INFLAMÁVEL, LÍQUIDO, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2761","PESTICIDA À BASE DE ORGANOCLORADOS, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2762","PESTICIDA À BASE DE ORGANOCLORADOS, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2763","PESTICIDA À BASE DE TRIAZINA, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08","B3","T1","TP33"
"2764","PESTICIDA À BASE DE TRIAZINA, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2"
"","","","","","","","","","","","","TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2771","PESTICIDA À BASE DE TIOCARBAMATOS, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2772","PESTICIDA À BASE DE TIOCARBAMATOS, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2775","PESTICIDA À BASE DE COBRE, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2776","PESTICIDA À BASE DE COBRE, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2777","PESTICIDA À BASE DE MERCÚRIO, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002
IBC08 LP02","B3","T1","TP33"
"2778","PESTICIDA À BASE DE MERCÚRIO, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2779","PESTICIDA À BASE DE NITROFENOL SUBSTITUÍDO, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61","333","500 g","P002","","T3","TP33"
"","","","","","","274","","","IBC08","B2, B4","",""
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2780","PESTICIDA À BASE DE NITROFENOL SUBSTITUÍDO, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2781","PESTICIDA À BASE DE DIPIRIDÍLIO, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2782","PESTICIDA À BASE DE DIPIRIDÍLIO, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2783","PESTICIDA À BASE DE ORGANOFOSFORADOS, SÓLIDO, TÓXICO","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2784","PESTICIDA À BASE DE ORGANOFOSFORADOS, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61
274","20","ZERO","P001","","T14","TP2
TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2785","4-TIAPENTANAL","6.1","","60","III","","333","5 L","P001
IBC03 LP01","","T4","TP1"
"2786","PESTICIDA À BASE DE ORGANOESTÂNICOS, SÓLIDOS, TÓXICOS","6.1","","66","I","61
274","20","ZERO","P002
IBC07","B1","T6","TP33"
"","","6.1","","60","II","61
274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","61
223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2787","PESTICIDA À BASE DE ORGANOESTÂNICOS, LÍQUIDO, INFLAMÁVEL, TÓXICO,  com PFg inferior a 23ºC","3","6.1","336","I","61","20","ZERO","P001","","T14","TP2"
"","","","","","","274","","","","","","TP27"
"","","3","6.1","336","II","61
274","333","1 L","P001 IBC02","","T11","TP2
TP27"
"2788","ESTANHO COMPOSTO ORGÂNICO, LÍQUIDO, N.E.","6.1","","66","I","43
274","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","","60","II","43
274","333","100 ml","P001 IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","43
223
274","333","5 L","P001 IBC03
LP01","","T7","TP2 TP28"
"2789","ÁCIDO ACÉTICO, GLACIAL, ou ÁCIDO, ACÉTICO SOLUÇÃO, com mais de 80% de ácido, em massa","8","3","83","II","","333","1 L","P001
IBC02","","T7","TP2"
"2790","ÁCIDO ACÉTICO SOLUÇÃO, com não menos de 50% e até 80% de ácido em massa","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"","ÁCIDO ACÉTICO SOLUÇÃO, com mais de 10% e menos de 50% de ácido, em massa","8","","80","III","","1000","5 L","P001
IBC03 LP01","","T4","TP1"
"2793","METAL FERROSO, LIMALHAS, LASCAS, CAVACOS ou APARAS, sob forma passível de autoaquecimento","4.2","","40","III","223","1000","ZERO","P003 IBC08
LP02","PP20 B3, B6","",""
"2794","BATERIAS elétricas, ÚMIDAS, CONTENDO ÁCIDO","8","","80","","295","1000","1 L","P801","","",""
"2795","BATERIAS elétricas, ÚMIDAS, CONTENDO ÁLCALIS","8","","80","","295","1000","1 L","P801","","",""
"2796","ÁCIDO SULFÚRICO com até 51% de ácido, ou FLUIDO ÁCIDO PARA BATERIAS","8","","80","II","","333","1 L","P001
IBC02","","T8","TP2"
"2797","FLUIDO PARA BATERIAS, ALCALINO","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2
TP28"
"2798","DICLORETO DE FOSFOROFENIL","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2
TP28"
"2799","DITIOCLORETO DE FOSFOROFENIL","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"2800","BATERIAS elétricas, ÚMIDAS, Á PROVA DE VAZAMENTO","8","","80","","238","1000","1 L","P003","PP16","",""
"2801","CORANTE, CORROSIVO, LÍQUIDO, N.E., ou INTERMEDIÁRIO PARA CORANTES, CORROSIVO, LÍQUIDO, N.E.","8","","88","I","274","20","ZERO","P001","","T14","TP2 TP27"
"","","8","","80","II","274","333","1 L","P001
IBC02","","T11","TP2
TP27"
"","","8","","80","III","223
274","1000","5 L","P001 IBC03
LP01","","T7","TP1 TP28"
"2802","CLORETO DE COBRE","8","","80","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2803","GÁLIO","8","","80","III","","1000","5 kg","P800","PP41","T1","TP33"
"2805","HIDRETO DE LÍTIO, SÓLIDO FUNDIDO","4.3","","423","II","","333","500 g","P410","","T3","TP33"
"","","","","","","","","","IBC04","","",""
"2806","NITRETO DE LÍTIO","4.3","","X423","I","","20","ZERO","P403
IBC04","B1","",""
"2807","MATERIAL MAGNETIZADO","PRODUTO NÃO SUJEITO AO REGULAMENTO DO TRANSPORTE TERRESTRE DE PRODUTOS PERIGOSOS","","","","","","","","","",""
"2809","MERCÚRIO","8","6.1","86","III","365","1000","5 kg","P800","","",""
"2810","LÍQUIDO TÓXICO, ORGÂNICO, N.E.","6.1","","66","I","274
315","20","ZERO","P001","","T14","TP2
TP27"
"","","6.1","","60","II","274","333","100 ml","P001 IBC02","","T11","TP2
TP27"
"","","6.1","","60","III","223
274","333","5 L","P001
IBC03 LP01","","T7","TP1 TP28"
"2811","SÓLIDO TÓXICO, ORGÂNICO, N.E.","6.1","","66","I","274","20","ZERO","P002
IBC99","","T6","TP33"
"","","6.1","","60","II","274","333","500 g","P002
IBC08","B2, B4","T3","TP33"
"","","6.1","","60","III","223
274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2812","ALUMINATO DE SÓDIO, SÓLIDO","PRODUTO NÃO SUJEITO AO REGULAMENTO DO TRANSPORTE TERRESTRE DE PRODUTOS PERIGOSOS","","","","","","","","","",""
"2813","SÓLIDO QUE REAGE COM ÁGUA, N.E.","4.3","","X423","I","274","ZERO","ZERO","P403
IBC99","","T9","TP7"
"","","","","","","","","","","","","TP33"
"","","4.3","","423","II","274","ZERO","500 g","P410
IBC07","B2","T3","TP33"
"","","4.3","","423","III","223
274","ZERO","1 kg","P410
IBC08","B4","T1","TP33"
"2814","SUBSTÂNCIA INFECTANTE, QUE AFETA SERES HUMANOS","6.2","","606","","318","ZERO","ZERO","P620","","BK1",""
"","","","","","","341","","","","","BK2",""
"2815","N-AMINOETILPIPERAZINA","8","6.1","86","III","","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2817","HIDROGENODIFLUORETO DE AMÔNIO SOLUÇÃO","8","6.1","86","II","","333","1 L","P001
IBC02","","T8","TP2"
"","","8","6.1","86","III","223","1000","5 L","P001
IBC03","","T4","TP1"
"2818","POLISSULFETO DE AMÔNIO SOLUÇÃO","8","6.1","86","II","","333","1 L","P001
IBC02","","T7","TP2"
"","","8","6.1","86","III","223","1000","5 L","P001
IBC03","","T4","TP1"
"2819","FOSFATO ÁCIDO DE AMILA","8","","80","III","","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2820","ÁCIDO BUTÍRICO","8","","80","III","","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2821","FENOL SOLUÇÃO","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"","","6.1","","60","III","223","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2822","2-CLOROPIRIDINA","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2823","ÁCIDO CROTÔNICO, SÓLIDO","8","","80","III","","1000","5 kg","P002 IBC08
LP02","","T1","TP33"
"","","","","","","","","","","B3","",""
"","","","","","","","","","","","",""
"2826","CLOROTIOFORMIATO DE ETILA","8","3","83","II","","333","ZERO","P001","","T7","TP2"
"2829","ÁCIDO CAPRÓICO","8","","80","III","","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2830","LÍTIO-FERRO-SILÍCIO","4.3","","423","II","","333","500 g","P410
IBC07","B2","T3","TP33"
"2831","1,1,1-TRICLOROETANO","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2834","ÁCIDO FOSFOROSO","8","","80","III","","1000","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2835","HIDRETO DUPLO DE SÓDIO E ALUMÍNIO","4.3","","423","II","","333","500 g","P410
IBC04","","T3","TP33"
"2837","BISSULFATOS, SOLUÇÃO AQUOSA","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"","","8","","80","III","223","1000","5 L","P001 IBC03
LP01","","T4","TP1"
"2838","BUTIRATO DE VINILA, ESTABILIZADO","3","","339","II","386","333","1 L","P001
IBC02","","T4","TP1"
"2839","ALDOL","6.1","","60","II","","333","100 ml","P001
IBC02","","T7","TP2"
"2840","BUTIRALDOXIMA","3","","30","III","","1000","5 L","P001 IBC03
LP01","","T2","TP1"
"2841","DI-n-AMILAMINA","3","6.1","36","III","","1000","5 L","P001
IBC03","","T4","TP1"
"2842","NITROETANO","3","","30","III","","1000","5 L","P001 IBC03
LP01","","T2","TP1"
"2844","CÁLCIO-MANGANÊS-SILÍCIO","4.3","","423","III","","1000","1 kg","P410
IBC08","B4","T1","TP33"
"2845","LÍQUIDO PIROFÓRICO, ORGÂNICO, N.E.","4.2","","333","I","274","ZERO","ZERO","P400","","T22","TP2 TP7"
"2846","SÓLIDO PIROFÓRICO, ORGÂNICO, N.E.","4.2","","43","I","274","ZERO","ZERO","P404","","",""
"2849","3-CLOROPROPANOL-1","6.1","","60","III","","333","5 L","P001 IBC03
LP01","","T4","TP1"
"2850","PROPILENO, TETRÂMERO","3","","30","III","","1000","5 L","P001
IBC03","","T2","TP1"
"","","","","","","","","","LP01","","",""
"2851","DI-HIDRATO DE TRIFLUORETO DE BORO","8","","80","II","","333","1 L","P001
IBC02","","T7","TP2"
"2852","SULFETO DE DIPICRILA, UMEDECIDO com no mínimo 10% de água, em massa","4.1","","40","I","28","20","ZERO","P406","PP24","",""
"2853","FLUORSILICATO DE MAGNÉSIO","6.1","","60","III","","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2854","FLUORSILICATO DE AMÔNIO","6.1","","60","III","","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2855","FLUORSILICATO DE ZINCO","6.1","","60","III","","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2856","FLUORSILICATOS, N.E.","6.1","","60","III","274","333","5 kg","P002 IBC08
LP02","B3","T1","TP33"
"2857","MÁQUINAS  DE  REFRIGERAÇÃO  contendo  gases,  não-inflamáveis  e  não  tóxicos,  ou  solução  de  amônia  (Ver  Nº  ONU 2672)","2.2","","20","","119","1000","ZERO","P003","PP32","",""
"2858","ZIRCÔNIO,  SECO, bobinas  de arame,  chapas metálicas  acabadas, tiras  (mais delgadas  que 254  micra, mas  com espessura
não-inferior a 18 micra)","4.1","","40","III","","1000","5 kg","P002
LP02","","",""
"2859","METAVANADATO DE AMÔNIO","6.1","","60","II","","333","500 g","P002
IBC08","B2, B4","T3","TP33"
